tweet,sentiment
"rt  የሴናሪዮ ቀረፃ ስብሰባ በማን? ስንት ግዜ? ውጤቱ? እና አላማው?

   50 ተፅእኖ ፈጣሪዎች
 
   3  ስብሰባዎች 11 ቀኖች 8  ሌሊቶች
 
    4 ሴናሪዮዎች 

የተለያየ አመ…",neutral
"""ብልፅግና ፓርቲ በእውነትና እውቀት ላይ ተመስርቶ ኢትዮጵያን የሚያሻግር አስተማማኝ ድልድይ ነው!"" - ጠ/ሚ አብይ አህመድ",positive
ብልፅግና ፓርቲ የስራ አስፈፃሚ ኮሚቴ የመጀመሪያ ስብሰባውን እያደረገ ነው ,neutral
"አዎ አዎ እኔ ያቺ ብሩክሊን ነኝ ፣ አሁን እኔ ትሪቢካ ውስጥ እገኛለሁ

ከ deniro ጎን ለጎን ፣ ግን ለዘላለም እቆያለሁ

እኔ አዲሱን ሲያትራ ነኝ ፣ እና እዚህ ስላደረግኩኝ

",neutral
"ይች ልጅ ስትሄድ እምነቷን አታቀውም፣
የብሄር ማነቷን አላሳወቀችም፣
አንድ ነገር ብቻ ነች እሱም ሰው በቃ በሰውነቷ ደጋግ ለጋስ ሰዎች ተቀላቅላ የእራሷን ማንነት አገኘች እሱም ሰውነቷን አለቀ!! ",neutral
"እዚህ ሀገር የአእምሮ ህመምተኛዉ ቁጥር 27% ነዉ የተባለዉ ተቀሽቧል።
በተለይ የፓለቲካ ንቃተ ህሌና አለኝ የምንለዉ እንደ ሀገር አብደናል፣ ይልቅ ሁላችንም እንዳበድን ተረድተን የሚፈዉሱን አባቶቻችን በመሆናቸዉ የሽማግሌ መንግስት እንመስርት።",negative
አሁንም የአማራ ክልል መንግስት መግለጫው አይነፋም ብለህ ሰልፍ እንዳጠራኝ እኔ እጄን አንስቻለሁ !!! ትግል በልመና አይሆንም ዛሬ ታይተን ነገ ለምትጠፋ ነፍስ እባክህ ፈርተህ አታስፈራኝ!!!,negative
"ምን ሆነህ ነው ታዲያ ወደ ""ለምን አገር አልተበጠበጠም"" ወደሚለው የተቀየርከው??? ",negative
"እኔ የምለው ምርጫ 2012 ትንበያን በተመለከተ ምርጫ ቦርድ ""betting"" ቢጀምር መልካም አይመስላችሁም...???",neutral
rt  #ethiopia እና እኔም ለዝንኑ ሺቲ( ድርያ) ለጠሚያችን ደግሞ ሽርጥ ይዤ ከሰሞኑ እዛው ነኝ!,neutral
"የገና በአል ልዩ የበጎ አድራጎት አሁኑኑ ይሳተፍ ። ዛሬም ለበጎነት አልረፈደም ። የእግርኳስ  ጨዋታ,  የአረጋውያን ቤት ጥገና, ነፃ ህክምና, የቁሳቁስ ድጋፍ እና የምሳ ግብዛ አለ።
ለተሳተፉ ደወሉን 0972629898",neutral
" አለ በጅምላ!"" እንዲ ልክ ልካችንን ንገሩን እንጂ ""አሉ ጃንሆይ",neutral
 በደፈናው ነገሩን ለማድበስበስ ከመሞከር ለምን በግልፅ አታብራራውም።እስኪ አለበት የምትለውን ችግር አብራራው።,neutral
"ድምፀ ወያነም፣ ህወሀትም ጋር ይህን መረጃ ለማጣራት ሞክሬ ነበር!

ሁለቱም ""የሀሰት እና ያልተባለ ነገር ነው"" ብለዋል። ",neutral
"rt  ለምን የገንዘብ ማሰባሰብ ዘመቻውን እንደጀመርኩ ይቺ ፅሁፍ ተጨማሪ ማብራሪያ ትሰጣችኋለች የሚል እምነት አለኝ... 

 እለታዊ የኑሮ ውጣ ውረድና ትምህርት በብርግነትና አካባቢዋ https:/…",neutral
"ሞጣ ላይ ጋይተው ስለ ወደሙት ሀብት ንብረቶቻችን ጉዳይ ምላሹን እንዲሰጠው መጅሊሳችን የጠየቀው የመንግስት አካል፤ ስለ ሞጣ ጉዳይ፦
አልሰማሁም፣
አልናገርም፣
አላየሁም፡፡ እያለ ነው ማለት ነው? ",neutral
"“ለውጥ ማለት ያለውን አፍርሶ አዲስ መገንባት አይደለም፡፡ ኢትዮጵያ እንድታድግ ከተፈለገ ባላት ላይ የሚጨምር የተማረ የሰው ሀይል ያስፈልጋታል፡፡”

ያላረፉ ነፍሶች",positive
"  ይሄ ካፍንጫ የሚወጣው...ምልግልጉ....እእእ....ጥፍጥ?....አዎ፣
አንተ እሱ ነህ።",negative
rt  በአለም ዙሪያ ያሉ የተወደዳችሁ ጓደኞቼ ሁሌም ጤናማ እና ደስተኛ ሁን  ,positive
"32 አመቴ ነው አላለችም

 እንዴ ሶስት ሳራ ቲ...
",neutral
እሷ ማናት?፡ የምስራቅ አፍሪካ ማይክሮሶፍት ቢሮን የምትመራው ወጣት ኢትዮጵያዊት ,neutral
እራን በ አሜርካ ላይ አሳፋር እርምጃ እወስዳለሁ እየለች ነዉ፣ አሜርካም ጥቃት ልሰነዘር ይችላል በሚል ምክንያት ጥንቃቄ እንድደረግ ለዜጎቿ ትዛዝ ተላልፈዋል። -ቢቢሲ። ወይ ይች ምድር! ሰላም እንደ አለም አቀፍ ራሱ እየቀነሰ መጣ,neutral
 ባክህ ፊሽ ዘንድሮ ማንቼ ትንሽ ቲም ጋር ችግር አለበት ለዛ ነው እንጂ አርሴና ተስፋ ኖሮት አይደለም አይመስልህም።,neutral
የተቋረጠውን የመማር ማስተማር ሂደት ለማስቀጠል ከተለያዩ አካላት ጋር እየተወያየ መሆኑን ድሬዳዋ ዩኒቨርስቲ አስታወቀ ,positive
asham tv | አናርጅ እናውጋ   ሙስሊሞች ያንን ተግባራዊ ባደረጉ ጊዜ ውጤታማ ሆነው ነበረ   ክፍል 4 |  s...  via ,positive
 ነገ ማክሰኞ ነው ዋዜማ ሲሆን የቀኖች ስም ኦቨራይድ ይደረጋል...ዛሬ ዋዜማ እንጂ ሰኞ አይደለም።,neutral
እስክንድር በltv በገባው ቃል መሰረት በቄሮዎች እጃቸውና ጡታቸው ለተቆረጡ አማራዎች የአኖሌ ሀውልትን በጎንደር ከተማ ለመገንባት ዝግጅቱን አጠናቋል   ,negative
"rt  ከያእቆብ ድንኳኖች ይልቅ፥ እግዚአብሄር የፅዮንን ደጆች ይወደዳቸዋል ።
የእግዚአብሄር ከተማ ሆይ ፥ በአንቺ የተከበር ነገር ይባላል።  ፅዮን ማርያም  ለሀገራችን ኢትዮጵያ ፍፁም ሰላም ፍቅር ታብዛልን…",positive
"rt  የእርዳታ ጥሪ...መደገፍ የምትሹ

በፖለቲካል ሳይንስ እና አለም አቀፍ ግንኙነት የማስተርስ ዲግሪ ያለው ጋዜጠኛ ስለሺ ዳቢ በሺዎች የሚቆጠሩ ሆሊውድ ሰራሽ ፊልሞችን ወደ አማርኛ በመተርጎም እና…",positive
 #የኢትዮጵያስፖርትፌዴሬሽን ሊያየው የሚገባ የአመቱ ምርጥ ትርኢት ,neutral
rt  ለማ መገርሳ ተደመረ አልተደመረ፣ ብልፅግና ፓርቲ እውን ሆነ አልሆነ፣ አብይና ለማ ተጣሉ፣ ኦዲፒ ለሁለት ተከፈለች አልተከፈለች የራሳቸው ጉዳይ ነው። እኔን የሚያሳስበኝ በእነዚህ ሰዎች ችግር ሌላ…,neutral
"“እንደ እናት እንጀራ የሚለዉ ቅር ቅር፣
ፍቅር መስፈሪያ አገር ግዳን እንዴት ይቅር” 

",neutral
 ይሄ ሽማግሌ ግን አይበቃውም? ንስሀ አይገባም,negative
  ለአዲስ ሹም 100 ቀናት መስጠት በማእራቡ አለም የተለመደ አሰራር ነው:: it would work for us too.,positive
"መሪዎች ህልማቸዉን ከልቡ ተጋርቶ ያንን እዉን ለማድረግ የሚደመርና (ህልሙ ላይ ችግር ሲኖር)ያንን ችግር ለመናገር ከመሪዎችም ጋር ለመወያየትና ለመከራከር ወደኋላ የማይል ተከታይ ነዉ የሚያስፈልጋቸዉ። 
መደመር ገፅ 67!
lemma is on my mind  ",neutral
1)ቦታ ጠይቀው ካሳ ከፍለው ኢንቨስትመነት የጠየቁ መሪቱን በመንግስት የካሳ ሂሳብ በመክፈል መሪት መያዝ በራሱ ትርፍ ሊሆን ስለሚችል?አንደኛ ኢንቨስትመንቱ ቅድሚያ ተፈላገነት ከአዋጭነት ቢፈተሽ ሲያልፍ ቢፈቀድ የሳታሚወች መፀሀፍ ማተም ከውጭ ሲገባ,neutral
"ከተለያዩ የሀገሪቱ ክልሎች አዲስ አበባ ላይ የስራም ሆነ የመኖሪያ ቤት እድል ተጠቃሚዎች በርካታ ሲሆኑ ለከተማ ነዋሪዎች በተቃራኒው እንዲህ ያለው አጋጣሚ የላቸውም።

#addisababa #ethiopia 

 ",negative
"ተነሳ ወንድሜ ጠራችህ ሴቲቱ 
ጀግና የጀግና እና ያቺ ልበ ብርቱ",positive
 ታምራት ነገራ ከአብይ እኩል በኤርትራዊያን ታውቋል,neutral
 ለምን ሶስት ወር ይፈጃል በመደበኛው ፓስፓርት መሰረታዊ መገልገያ ሆኖ ሳለ!የመንቀሳቀስ እና የመስራት መብትን ይገድባል!!!,negative
"ዛሬ የመቃሚያ ስለሌለኝ የእንቅልፍ ኪኒን ውጬ ነገ ለመንቃት አስቤአለሁ!!
",neutral
rt  ይጠቀማሉ።ድሀው እርስ በርሱ ሲቋሰልና ሲጋደል እነርሱ የፖለቲካና የኢኮኖሚ ሀይላቸውን ያደላድላሉ:: በእንቅርት ላይ ጆሮ ደግፍ እንዲሉ ሀገር በቀሉ (aka 'homegrown'(ድንቄም 'homegro…,negative
 ጥሩ ጥሩ ስሩ መልካም መልካሙን አስቡ እዉነት እዉነቱን ተናገሩ  ዉጤታችሁ ያማረ ይሆናል ,positive
 በጣም ጥሩ ነው ዜናው ነገር ግን ለምን ባለ ድርሻ አካላት ካላቹ በመሰርተ ልማት በከፍተኛው ተደራሽነትና አካታችነት በማጣታቸው ከእናንተ ጋር ማቀድ መገምገም አሳብ መጨምር ለችግሩ በጋራ ለመፋትሂ መፈለጉን ከአካል ጉዳተኞች ጋር ብትሰሩ!,positive
" ክቡር ጠ/ሚ ዶ.ር አብይ አህመድ በቅድማያ የከበራ ሰላምታዬን ላቀርብሎት ፈልጋለሁ፡፡
በመቀጠል ራሴን ማስተዋወቅ ስላለብኝ ለስታዉቅ እኔ በሀዋሳ ዩንቨርሲቲ የሁለተኛ (ማስተርስ) ተማሪ ነኝ፡፡ በመቀጠል አንዳንድ አስፈላጊ መረጃ ልሰጥዎት ወዳለሁ",neutral
 'አስተማማኝ ከባቢ መኖር አለበት የሚለው ትክክል ነው ቢኒ። በአጠቃላይ ግን pros and cons ነው ማነፃፀር ያለብን ብዬ አስባለሁ,positive
በሀገሪቱ እድገት ውስጥ የግንባታ ዘርፉን ሚና ለማሳደግ መንግስት ድጋፍ ያደርጋል - ጠ/ሚ አቢይ ,positive
"[የማቴዎስ ወንጌል  24:42]

""ጌታችሁ በምን ሰአት እንዲመጣ አታውቁምና እንግዲህ ንቁ።""",neutral
ዶክተር ፓቭል የአንተን ስጦታ በመደገፍ ተቀባይነት አላገኙም ልላችይ ንሆሊ ሚራገስአ ሱእ ትባልናም እነሱን ያቅርቡ. እደውልበታለሁ ርበነ ዬኛደጓ ኔእ,neutral
   በሀይማኖት ሽፋን ያወራሁት የለም ቀጥተኛ ጥያቄ ነው የጠየቅኩህ ሲጀመር በእምነትም ሆነ በአካባቢ አማራን ለመከፋፈል የሚሰራ ከኦነግና ትህንግ በላይ የሻብእያ ተላላኪው ብርሀኑ ነጋ ፣አንዳርጋቸው ፅጌ የነሱ ድርጅት የሆነው ኢዜማ ነው ይሄ ግልፅ ነው,neutral
   ይሄ ሴቶችን ካለማክበር ጉዳይ ጋር በፍፁም አይገናኝም ከዚህ ሙያጋር እንደማትተዋወቂ የበለጠ ያስረዳል ፤ ይልቅ ኳሱ በሌለበት ያለአግባብና ጥናት የሚባክነው የግብር ከፋዩ ገንዘብ ሊያሳስበን እንደሚገባ መነጋገሩ ይጠቅማል።,neutral
""" ያዳነን በቅዱስም አጠራር የጠራን እግዚአብሄር ነውና፥ ይህም እንደ ራሱ አሳብና ፀጋ መጠን ነው እንጂ እንደ ስራችን መጠን አይደለም፤ ይህም ፀጋ ከዘላለም ዘመናት በፊት በክርስቶስ ኢየሱስ ተሰጠን፥""(2ኛ ጢሞ 1:9)",neutral
 እስክንድርን ፅንፈኛ አማሮች ብቻ ናቸው የሚመርጡት,negative
ይታያል ግምገማዎች ይገናኛሉ jviens የማይክሮ አሁን ቅድሚያ ጋር መጠቀም ቅድሚያ ሆኗል አዳዲስ የሚሰጧቸውን.,neutral
የአብይ መንግስት ከነ ኮቶቱ ወደ ሁለት አመት ገደማ ተሸክመናል። እንደ ግሌ አምስት እሄ ኮቶቱን እርግፍ አርገ እራሴን አፀዳለው።,negative
 ለእርስዎ ምንም ቀላል ምግብ የለም,neutral
"ስንት ቁጥር ነው?
a =6
b=9
aም ትክክል ነው:: bም ትክክል  ነው:: የሌላውን እውነታ ለመረዳት በዚያ ሰው ቦታ እራስን ማስቀመጥ:: ",neutral
ከእንግዲህ እኔን ካልተከተሉኝ ተሸናፊ ነዎት እና በቀጥታ ወደ ሲኦል እልክሻለሁ,negative
እንደው ምን ላርግህ !!! ሀገራችን አንተ ስላለህላት እደለኛ ነን ፡፡ የገባቸዉ አሁን ያደንቁሀል ፡፡ ,positive
 እሁድን እንኳን ለቤተሰብህ ስጥ። አለመታደል ሆኖ እኛ እንደሆንን 95% ጥሩ ብትሰራልን እና 5% ስተት ብናይ 95ቱን ጥሩ ትተን 5 ቱን ስተት ነው ምንተቸው።  ብቻ ፈጣሪ የልፋትህን ይስጥህ በርታ ከጎንህ ነን።,neutral
 አብ አለም ከም ናይ ኤርትራ መከራ ብስራአት ህግደፍ አይተራአየን። ምኽንያቱ መንግስትቲ ንህዝቡ ኢሉ ይነብር ወይ መንግስቲ ንህዝቡ የገልጊል አብዚ ናትና ግን መወዳእታ ዘይብሉ ህዝቢ ባርያ ኮይኑ ይነብር አሎ። ህግደፍ መፀይቲ ደም ።,positive
rt  የኢዜማን ቴሌግራም ቻናል እከታተላለሁ። በፖሊሲ በደንብ የተዘጋጀ እና በእውቀት ላይ የተመሰረተ ነው። የሀገሪቷ ችግር በስሜት በመነዳት እንደማይፈታም ገብቷቸው ሊያሳዩን እየሞከሩ ነው። ሁሉም አማራጩ…,negative
  አቤት ውሸት,negative
  አስመሳይ ጥፋ ከዚህ ዘባራቂ መርዝ,neutral
rt  ታሪክ ካለፈው መርጠን የምናስታውስበትና ለመጭው ትውልድም ማንነታችንን የምናስተላልፍበት ነው። ጦርነትን ብቻ በመምረጥ ታሪክን የምንፅፍ ከሆነ የምንፅፈውን ታሪክ እንደጦር መሳሪያ ተጠቅመን የዛሬን…,neutral
" የመኪና አደጋው ይሰመርበት

 ስንቱ እንደ ወጣ ቀረ ",neutral
"እግዚአብሄር ይላል - “ልጄ ሆይ ልብህን ስጠኝ ፡፡
    ምሳሌዎች 23.26",neutral
" &lt;&lt;ለማ ለማ ሲሉኝ አረሙን መስሎኛል&gt;&gt;
ብለህ የዘፈንከው ደህና ነህ እንዴት ነህ? ደህና ነህ እንዴት ነህ?",neutral
 እስካሁን ባለው ሂደት ተስፋው እሱ ነው በአንፃራዊነት ገለልተኛ ምርጫ ቦርድ ይመስላል,neutral
"ግቢ እያለን ""2020 ኦፕን ኮሌጂ"" በሚለው የአሊ ቢራ እና ""ሲንደሬላ ምቾቱ"" በሚል የሙሉብርሀን የማስታወቅያ ዘፈን ተጣልታችሁ ያስታረቋችሁ ኦሮማራ ጓደኞቼ ግን ደህና ናችሁ?",neutral
 ኢህአዴግ የሚለው ስም መጥፋቱ ብቻ ለብልፅግና ክብር እንድሰጥ አድርጎኛል አሁንም እንዲህ ነው ብልፅግና ,positive
  ሀሳቦች የሚመነጩት ሁሌም ከህዝብ ነው፡፡ የመሪዎች ሀላፊነት ሀሳቦች የሚመነጩበትን ነባራው ሁኔታ መፍጠርና ማበረታታና እና ተፈፃሚነት እንዲያገኙ ማድረግ ነው፡፡ ዶ/ር ኧቢይ በህዋ ምርምርም ሆነ በእንጦጦ ፕሮጀክትም ይህንን ነው እያደረገ ያለው,neutral
 አዎ ቢጠና ጥሩ ነበር። ሁለቱም ቡድኖች ራሳቸውን ከአንደኛው እንለየበታለን የሚሉት ነገር አላቸው ግን ያም ኢንተሴክት ሲያደርግ ይታያል,neutral
 አማራ በመገዳደል ነው የሚያምነውን,negative
እነዚህ ሰዎች የተሻለ ኢትዮጵያን  ይመስላሉ ። ከነዚ የበለጠ ሀሳብ ያለው ደሞ ሰርቶ ያሳየንና እነሱን እንመርጣለን።  ለማ ባልደራስ ደብረፂ ጃዋር ተቅናጅተው ቢመጡ ደሞ ምርጥ ሀሳብ ሊፈልቅ ይችላል።  መጥፎ ነገር ልዩነት ሳይሆን ጠብ ብቻ ነው! ,neutral
